,FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE,Label
36,./kaggletest/abhori1/,XC748241.ogg,72.36,0,40.0,5.0,44100,no bird,1.0,264
37,./kaggletest/abhori1/,XC748241.ogg,72.36,0,50.0,5.0,44100,no bird,1.0,264
38,./kaggletest/abhori1/,XC748241.ogg,72.36,0,60.0,5.0,44100,no bird,1.0,264
39,./kaggletest/abhori1/,XC466067.ogg,24.86795918367347,0,0.0,5.0,44100,no bird,1.0,264
40,./kaggletest/abhori1/,XC200797.ogg,50.903990929705216,0,45.0,5.0,44100,no bird,1.0,264
41,./kaggletest/abhori1/,XC748256.ogg,101.28,0,5.0,5.0,44100,no bird,1.0,264
42,./kaggletest/abhori1/,XC748256.ogg,101.28,0,20.0,5.0,44100,no bird,1.0,264
43,./kaggletest/abhori1/,XC748256.ogg,101.28,0,30.0,5.0,44100,no bird,1.0,264
44,./kaggletest/abhori1/,XC748256.ogg,101.28,0,45.0,5.0,44100,no bird,1.0,264
45,./kaggletest/abhori1/,XC748256.ogg,101.28,0,60.0,5.0,44100,no bird,1.0,264
46,./kaggletest/abhori1/,XC748256.ogg,101.28,0,95.0,5.0,44100,no bird,1.0,264
47,./kaggletest/abhori1/,XC649809.ogg,42.89299319727891,0,35.0,5.0,44100,no bird,1.0,264
48,./kaggletest/abhori1/,XC568398.ogg,17.65877551020408,0,5.0,5.0,44100,no bird,1.0,264
49,./kaggletest/abhori1/,XC307329.ogg,49.583990929705216,0,25.0,5.0,44100,no bird,1.0,264
50,./kaggletest/abhori1/,XC239946.ogg,15.986916099773245,0,10.0,5.0,44100,no bird,1.0,264
51,./kaggletest/abhori1/,XC444314.ogg,68.9632426303855,0,20.0,5.0,44100,no bird,1.0,264
52,./kaggletest/abythr1/,XC233199.ogg,57.417142857142856,0,5.0,5.0,44100,no bird,1.0,264
53,./kaggletest/abythr1/,XC233199.ogg,57.417142857142856,0,45.0,5.0,44100,no bird,1.0,264
54,./kaggletest/abythr1/,XC122413.ogg,26.95836734693877,0,10.0,5.0,44100,no bird,1.0,264
55,./kaggletest/abythr1/,XC122413.ogg,26.95836734693877,0,20.0,5.0,44100,no bird,1.0,264
56,./kaggletest/abythr1/,XC467554.ogg,34.08897959183673,0,0.0,5.0,44100,no bird,1.0,264
57,./kaggletest/abythr1/,XC467554.ogg,34.08897959183673,0,10.0,5.0,44100,no bird,1.0,264
58,./kaggletest/abythr1/,XC467554.ogg,34.08897959183673,0,15.0,5.0,44100,no bird,1.0,264
59,./kaggletest/abythr1/,XC233200.ogg,61.67507936507936,0,20.0,5.0,44100,no bird,1.0,264
60,./kaggletest/abythr1/,XC233201.ogg,66.63836734693878,0,20.0,5.0,44100,no bird,1.0,264
61,./kaggletest/abythr1/,XC233201.ogg,66.63836734693878,0,25.0,5.0,44100,no bird,1.0,264
62,./kaggletest/abythr1/,XC233201.ogg,66.63836734693878,0,50.0,5.0,44100,no bird,1.0,264
63,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,5.0,5.0,44100,no bird,1.0,264
64,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,15.0,5.0,44100,no bird,1.0,264
65,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,20.0,5.0,44100,no bird,1.0,264
66,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,25.0,5.0,44100,no bird,1.0,264
67,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,30.0,5.0,44100,no bird,1.0,264
68,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,35.0,5.0,44100,no bird,1.0,264
69,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,40.0,5.0,44100,no bird,1.0,264
70,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,45.0,5.0,44100,no bird,1.0,264
71,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,50.0,5.0,44100,no bird,1.0,264
72,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,55.0,5.0,44100,no bird,1.0,264
73,./kaggletest/afbfly1/,XC206826.ogg,78.36732426303855,0,70.0,5.0,44100,no bird,1.0,264
74,./kaggletest/afbfly1/,XC718068.ogg,21.863990929705217,0,0.0,5.0,44100,no bird,1.0,264
75,./kaggletest/afbfly1/,XC718068.ogg,21.863990929705217,0,5.0,5.0,44100,no bird,1.0,264
76,./kaggletest/afbfly1/,XC718068.ogg,21.863990929705217,0,15.0,5.0,44100,no bird,1.0,264
77,./kaggletest/afbfly1/,XC296098.ogg,55.10399092970521,0,10.0,5.0,44100,no bird,1.0,264
78,./kaggletest/afbfly1/,XC296098.ogg,55.10399092970521,0,45.0,5.0,44100,no bird,1.0,264
79,./kaggletest/afbfly1/,XC207017.ogg,35.082426303854874,0,20.0,5.0,44100,no bird,1.0,264
80,./kaggletest/afbfly1/,XC530142.ogg,40.38530612244898,0,15.0,5.0,44100,no bird,1.0,264
81,./kaggletest/afbfly1/,XC530142.ogg,40.38530612244898,0,20.0,5.0,44100,no bird,1.0,264
82,./kaggletest/afbfly1/,XC530142.ogg,40.38530612244898,0,25.0,5.0,44100,no bird,1.0,264
83,./kaggletest/afbfly1/,XC432526.ogg,65.35836734693878,0,0.0,5.0,44100,no bird,1.0,264
84,./kaggletest/afbfly1/,XC710698.ogg,44.982834467120185,0,30.0,5.0,44100,no bird,1.0,264
85,./kaggletest/afbfly1/,XC710698.ogg,44.982834467120185,0,35.0,5.0,44100,no bird,1.0,264
86,./kaggletest/afdfly1/,XC115969.ogg,28.16,0,20.0,5.0,44100,no bird,1.0,264
87,./kaggletest/afdfly1/,XC467602.ogg,11.310997732426303,0,5.0,5.0,44100,no bird,1.0,264
88,./kaggletest/afdfly1/,XC344501.ogg,15.09877551020408,0,0.0,5.0,44100,no bird,1.0,264
89,./kaggletest/afdfly1/,XC412147.ogg,31.19,0,0.0,5.0,44100,no bird,1.0,264
90,./kaggletest/afdfly1/,XC412147.ogg,31.19,0,10.0,5.0,44100,no bird,1.0,264
91,./kaggletest/afdfly1/,XC412147.ogg,31.19,0,15.0,5.0,44100,no bird,1.0,264
92,./kaggletest/afdfly1/,XC412147.ogg,31.19,0,20.0,5.0,44100,no bird,1.0,264
93,./kaggletest/afdfly1/,XC412147.ogg,31.19,0,25.0,5.0,44100,no bird,1.0,264
94,./kaggletest/afecuc1/,XC690136.ogg,75.0,0,45.0,5.0,44100,no bird,1.0,264
95,./kaggletest/afecuc1/,XC700647.ogg,56.16324263038549,0,40.0,5.0,44100,no bird,1.0,264
96,./kaggletest/afecuc1/,XC118454.ogg,31.42530612244898,0,0.0,5.0,44100,no bird,1.0,264
97,./kaggletest/afecuc1/,XC591478.ogg,214.83102040816323,0,185.0,5.0,44100,no bird,1.0,264
98,./kaggletest/afecuc1/,XC283230.ogg,25.73061224489796,0,10.0,5.0,44100,no bird,1.0,264
99,./kaggletest/afecuc1/,XC283230.ogg,25.73061224489796,0,15.0,5.0,44100,no bird,1.0,264
100,./kaggletest/afecuc1/,XC504215.ogg,33.02727891156463,0,0.0,5.0,44100,no bird,1.0,264
101,./kaggletest/afecuc1/,XC504215.ogg,33.02727891156463,0,15.0,5.0,44100,no bird,1.0,264
102,./kaggletest/afecuc1/,XC504215.ogg,33.02727891156463,0,25.0,5.0,44100,no bird,1.0,264
103,./kaggletest/afecuc1/,XC514216.ogg,33.14936507936508,0,10.0,5.0,44100,no bird,1.0,264
104,./kaggletest/afecuc1/,XC115262.ogg,35.18691609977324,0,20.0,5.0,44100,no bird,1.0,264
105,./kaggletest/afecuc1/,XC498546.ogg,39.24,0,0.0,5.0,44100,no bird,1.0,264
106,./kaggletest/afecuc1/,XC498546.ogg,39.24,0,10.0,5.0,44100,no bird,1.0,264
107,./kaggletest/afecuc1/,XC302962.ogg,44.06399092970521,0,0.0,5.0,44100,no bird,1.0,264
108,./kaggletest/afecuc1/,XC302962.ogg,44.06399092970521,0,10.0,5.0,44100,no bird,1.0,264
109,./kaggletest/afecuc1/,XC302962.ogg,44.06399092970521,0,20.0,5.0,44100,no bird,1.0,264
110,./kaggletest/afecuc1/,XC302962.ogg,44.06399092970521,0,35.0,5.0,44100,no bird,1.0,264
111,./kaggletest/afecuc1/,XC265154.ogg,45.68814058956916,0,25.0,5.0,44100,no bird,1.0,264
112,./kaggletest/afecuc1/,XC264908.ogg,56.29385487528344,0,5.0,5.0,44100,no bird,1.0,264
113,./kaggletest/afecuc1/,XC264908.ogg,56.29385487528344,0,15.0,5.0,44100,no bird,1.0,264
114,./kaggletest/afecuc1/,XC265153.ogg,52.50612244897959,0,0.0,5.0,44100,no bird,1.0,264
115,./kaggletest/afecuc1/,XC265153.ogg,52.50612244897959,0,10.0,5.0,44100,no bird,1.0,264
116,./kaggletest/afecuc1/,XC265153.ogg,52.50612244897959,0,15.0,5.0,44100,no bird,1.0,264
117,./kaggletest/afecuc1/,XC265153.ogg,52.50612244897959,0,20.0,5.0,44100,no bird,1.0,264
118,./kaggletest/afecuc1/,XC265153.ogg,52.50612244897959,0,30.0,5.0,44100,no bird,1.0,264
119,./kaggletest/afecuc1/,XC265153.ogg,52.50612244897959,0,35.0,5.0,44100,no bird,1.0,264
120,./kaggletest/afecuc1/,XC265153.ogg,52.50612244897959,0,40.0,5.0,44100,no bird,1.0,264
121,./kaggletest/afecuc1/,XC334108.ogg,129.0709977324263,0,80.0,5.0,44100,no bird,1.0,264
122,./kaggletest/afecuc1/,XC334108.ogg,129.0709977324263,0,110.0,5.0,44100,no bird,1.0,264
123,./kaggletest/afecuc1/,XC336131.ogg,40.01959183673469,0,15.0,5.0,44100,no bird,1.0,264
124,./kaggletest/affeag1/,XC515965.ogg,16.943990929705215,0,5.0,5.0,44100,no bird,1.0,264
125,./kaggletest/affeag1/,XC515964.ogg,30.88798185941043,0,5.0,5.0,44100,no bird,1.0,264
126,./kaggletest/affeag1/,XC515964.ogg,30.88798185941043,0,15.0,5.0,44100,no bird,1.0,264
127,./kaggletest/affeag1/,XC515964.ogg,30.88798185941043,0,20.0,5.0,44100,no bird,1.0,264
128,./kaggletest/affeag1/,XC282070.ogg,104.04571428571428,0,25.0,5.0,44100,no bird,1.0,264
129,./kaggletest/affeag1/,XC282070.ogg,104.04571428571428,0,30.0,5.0,44100,no bird,1.0,264
130,./kaggletest/affeag1/,XC282070.ogg,104.04571428571428,0,40.0,5.0,44100,no bird,1.0,264
131,./kaggletest/affeag1/,XC282070.ogg,104.04571428571428,0,85.0,5.0,44100,no bird,1.0,264
132,./kaggletest/affeag1/,XC515842.ogg,50.68798185941043,0,10.0,5.0,44100,no bird,1.0,264
133,./kaggletest/affeag1/,XC515842.ogg,50.68798185941043,0,15.0,5.0,44100,no bird,1.0,264
134,./kaggletest/affeag1/,XC515842.ogg,50.68798185941043,0,20.0,5.0,44100,no bird,1.0,264
135,./kaggletest/affeag1/,XC515842.ogg,50.68798185941043,0,25.0,5.0,44100,no bird,1.0,264
136,./kaggletest/affeag1/,XC515842.ogg,50.68798185941043,0,30.0,5.0,44100,no bird,1.0,264
137,./kaggletest/affeag1/,XC662581.ogg,38.06038548752834,0,25.0,5.0,44100,no bird,1.0,264
138,./kaggletest/afgfly1/,XC397762.ogg,60.29,0,0.0,5.0,44100,no bird,1.0,264
139,./kaggletest/afgfly1/,XC397762.ogg,60.29,0,5.0,5.0,44100,no bird,1.0,264
140,./kaggletest/afgfly1/,XC397762.ogg,60.29,0,20.0,5.0,44100,no bird,1.0,264
141,./kaggletest/afgfly1/,XC397762.ogg,60.29,0,35.0,5.0,44100,no bird,1.0,264
142,./kaggletest/afgfly1/,XC397762.ogg,60.29,0,40.0,5.0,44100,no bird,1.0,264
143,./kaggletest/afghor1/,XC722829.ogg,142.8,0,20.0,5.0,44100,no bird,1.0,264
144,./kaggletest/afghor1/,XC722829.ogg,142.8,0,40.0,5.0,44100,no bird,1.0,264
145,./kaggletest/afghor1/,XC722829.ogg,142.8,0,45.0,5.0,44100,no bird,1.0,264
146,./kaggletest/afghor1/,XC722829.ogg,142.8,0,50.0,5.0,44100,no bird,1.0,264
147,./kaggletest/afghor1/,XC722829.ogg,142.8,0,75.0,5.0,44100,no bird,1.0,264
148,./kaggletest/afghor1/,XC722829.ogg,142.8,0,80.0,5.0,44100,no bird,1.0,264
149,./kaggletest/afghor1/,XC722829.ogg,142.8,0,85.0,5.0,44100,no bird,1.0,264
150,./kaggletest/afghor1/,XC722829.ogg,142.8,0,90.0,5.0,44100,no bird,1.0,264
151,./kaggletest/afghor1/,XC722829.ogg,142.8,0,115.0,5.0,44100,no bird,1.0,264
152,./kaggletest/afghor1/,XC722829.ogg,142.8,0,135.0,5.0,44100,no bird,1.0,264
153,./kaggletest/afghor1/,XC360437.ogg,16.22201814058957,0,0.0,5.0,44100,no bird,1.0,264
154,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,0.0,5.0,44100,no bird,1.0,264
155,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,10.0,5.0,44100,no bird,1.0,264
156,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,15.0,5.0,44100,no bird,1.0,264
157,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,20.0,5.0,44100,no bird,1.0,264
158,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,25.0,5.0,44100,no bird,1.0,264
159,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,30.0,5.0,44100,no bird,1.0,264
160,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,35.0,5.0,44100,no bird,1.0,264
161,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,40.0,5.0,44100,no bird,1.0,264
162,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,45.0,5.0,44100,no bird,1.0,264
163,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,50.0,5.0,44100,no bird,1.0,264
164,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,60.0,5.0,44100,no bird,1.0,264
165,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,65.0,5.0,44100,no bird,1.0,264
166,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,70.0,5.0,44100,no bird,1.0,264
167,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,75.0,5.0,44100,no bird,1.0,264
168,./kaggletest/afghor1/,XC246634.ogg,88.11102040816327,0,80.0,5.0,44100,no bird,1.0,264
169,./kaggletest/afghor1/,XC531787.ogg,33.25299319727891,0,10.0,5.0,44100,no bird,1.0,264
170,./kaggletest/afghor1/,XC317041.ogg,89.80895691609977,0,5.0,5.0,44100,no bird,1.0,264
171,./kaggletest/afghor1/,XC317041.ogg,89.80895691609977,0,20.0,5.0,44100,no bird,1.0,264
172,./kaggletest/afghor1/,XC317041.ogg,89.80895691609977,0,35.0,5.0,44100,no bird,1.0,264
173,./kaggletest/afghor1/,XC317041.ogg,89.80895691609977,0,40.0,5.0,44100,no bird,1.0,264
174,./kaggletest/afghor1/,XC317041.ogg,89.80895691609977,0,45.0,5.0,44100,no bird,1.0,264
175,./kaggletest/afghor1/,XC317041.ogg,89.80895691609977,0,50.0,5.0,44100,no bird,1.0,264
176,./kaggletest/afghor1/,XC317041.ogg,89.80895691609977,0,60.0,5.0,44100,no bird,1.0,264
177,./kaggletest/afghor1/,XC194520.ogg,76.77385487528345,0,20.0,5.0,44100,no bird,1.0,264
178,./kaggletest/afghor1/,XC194520.ogg,76.77385487528345,0,30.0,5.0,44100,no bird,1.0,264
179,./kaggletest/afghor1/,XC156639.ogg,37.19836734693877,0,5.0,5.0,44100,no bird,1.0,264
180,./kaggletest/afghor1/,XC174843.ogg,40.30691609977324,0,10.0,5.0,44100,no bird,1.0,264
181,./kaggletest/afghor1/,XC390748.ogg,99.2130612244898,0,0.0,5.0,44100,no bird,1.0,264
182,./kaggletest/afghor1/,XC390748.ogg,99.2130612244898,0,65.0,5.0,44100,no bird,1.0,264
183,./kaggletest/afghor1/,XC315438.ogg,46.26283446712018,0,20.0,5.0,44100,no bird,1.0,264
184,./kaggletest/afghor1/,XC720728.ogg,25.495487528344672,0,5.0,5.0,44100,no bird,1.0,264
185,./kaggletest/afghor1/,XC720728.ogg,25.495487528344672,0,20.0,5.0,44100,no bird,1.0,264
186,./kaggletest/afghor1/,XC697056.ogg,22.7,0,0.0,5.0,44100,no bird,1.0,264
187,./kaggletest/afghor1/,XC441081.ogg,50.20798185941043,0,15.0,5.0,44100,no bird,1.0,264
188,./kaggletest/afghor1/,XC607737.ogg,14.732993197278912,0,0.0,5.0,44100,no bird,1.0,264
189,./kaggletest/afghor1/,XC200734.ogg,58.2530612244898,0,40.0,5.0,44100,no bird,1.0,264
190,./kaggletest/afghor1/,XC343626.ogg,55.64079365079365,0,35.0,5.0,44100,no bird,1.0,264
191,./kaggletest/afmdov1/,XC441089.ogg,35.111995464852605,0,30.0,5.0,44100,no bird,1.0,264
192,./kaggletest/afmdov1/,XC235182.ogg,56.894671201814056,0,15.0,5.0,44100,no bird,1.0,264
193,./kaggletest/afmdov1/,XC235182.ogg,56.894671201814056,0,20.0,5.0,44100,no bird,1.0,264
194,./kaggletest/afmdov1/,XC235182.ogg,56.894671201814056,0,25.0,5.0,44100,no bird,1.0,264
195,./kaggletest/afmdov1/,XC235182.ogg,56.894671201814056,0,30.0,5.0,44100,no bird,1.0,264
196,./kaggletest/afmdov1/,XC267174.ogg,50.44798185941043,0,20.0,5.0,44100,no bird,1.0,264
197,./kaggletest/afmdov1/,XC267174.ogg,50.44798185941043,0,25.0,5.0,44100,no bird,1.0,264
198,./kaggletest/afmdov1/,XC267174.ogg,50.44798185941043,0,30.0,5.0,44100,no bird,1.0,264
199,./kaggletest/afmdov1/,XC213644.ogg,70.34773242630385,0,5.0,5.0,44100,no bird,1.0,264
200,./kaggletest/afmdov1/,XC213644.ogg,70.34773242630385,0,10.0,5.0,44100,no bird,1.0,264
201,./kaggletest/afmdov1/,XC213644.ogg,70.34773242630385,0,15.0,5.0,44100,no bird,1.0,264
202,./kaggletest/afmdov1/,XC213644.ogg,70.34773242630385,0,20.0,5.0,44100,no bird,1.0,264
203,./kaggletest/afmdov1/,XC213644.ogg,70.34773242630385,0,45.0,5.0,44100,no bird,1.0,264
204,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,55.0,5.0,44100,no bird,1.0,264
205,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,85.0,5.0,44100,no bird,1.0,264
206,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,90.0,5.0,44100,no bird,1.0,264
207,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,95.0,5.0,44100,no bird,1.0,264
208,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,100.0,5.0,44100,no bird,1.0,264
209,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,115.0,5.0,44100,no bird,1.0,264
210,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,120.0,5.0,44100,no bird,1.0,264
211,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,135.0,5.0,44100,no bird,1.0,264
212,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,140.0,5.0,44100,no bird,1.0,264
213,./kaggletest/afmdov1/,XC713456.ogg,261.33598639455784,0,145.0,5.0,44100,no bird,1.0,264
214,./kaggletest/afmdov1/,XC234382.ogg,51.61795918367347,0,10.0,5.0,44100,no bird,1.0,264
215,./kaggletest/afmdov1/,XC530750.ogg,111.80399092970522,0,55.0,5.0,44100,no bird,1.0,264
216,./kaggletest/afpfly1/,XC371338.ogg,47.59507936507936,0,10.0,5.0,44100,no bird,1.0,264
217,./kaggletest/afpfly1/,XC371338.ogg,47.59507936507936,0,15.0,5.0,44100,no bird,1.0,264
218,./kaggletest/afpfly1/,XC371338.ogg,47.59507936507936,0,20.0,5.0,44100,no bird,1.0,264
219,./kaggletest/afpfly1/,XC371338.ogg,47.59507936507936,0,30.0,5.0,44100,no bird,1.0,264
220,./kaggletest/afpfly1/,XC371338.ogg,47.59507936507936,0,35.0,5.0,44100,no bird,1.0,264
221,./kaggletest/afpfly1/,XC315873.ogg,30.511020408163265,0,10.0,5.0,44100,no bird,1.0,264
222,./kaggletest/afpfly1/,XC294067.ogg,44.16,0,5.0,5.0,44100,no bird,1.0,264
223,./kaggletest/afpfly1/,XC294067.ogg,44.16,0,20.0,5.0,44100,no bird,1.0,264
224,./kaggletest/afpfly1/,XC294067.ogg,44.16,0,30.0,5.0,44100,no bird,1.0,264
225,./kaggletest/afpfly1/,XC246295.ogg,23.144489795918368,0,5.0,5.0,44100,no bird,1.0,264
226,./kaggletest/afpfly1/,XC246295.ogg,23.144489795918368,0,10.0,5.0,44100,no bird,1.0,264
227,./kaggletest/afpfly1/,XC246295.ogg,23.144489795918368,0,15.0,5.0,44100,no bird,1.0,264
228,./kaggletest/afpfly1/,XC397157.ogg,40.46367346938776,0,10.0,5.0,44100,no bird,1.0,264
229,./kaggletest/afpfly1/,XC470597.ogg,99.8922448979592,0,35.0,5.0,44100,no bird,1.0,264
230,./kaggletest/afpfly1/,XC664562.ogg,185.0159863945578,0,40.0,5.0,44100,no bird,1.0,264
231,./kaggletest/afpfly1/,XC664562.ogg,185.0159863945578,0,45.0,5.0,44100,no bird,1.0,264
232,./kaggletest/afpfly1/,XC664562.ogg,185.0159863945578,0,145.0,5.0,44100,no bird,1.0,264
233,./kaggletest/afpfly1/,XC664562.ogg,185.0159863945578,0,150.0,5.0,44100,no bird,1.0,264
234,./kaggletest/afpfly1/,XC664562.ogg,185.0159863945578,0,155.0,5.0,44100,no bird,1.0,264
235,./kaggletest/afpfly1/,XC664562.ogg,185.0159863945578,0,160.0,5.0,44100,no bird,1.0,264
236,./kaggletest/afpfly1/,XC664562.ogg,185.0159863945578,0,165.0,5.0,44100,no bird,1.0,264
237,./kaggletest/afpfly1/,XC289386.ogg,33.41061224489796,0,5.0,5.0,44100,no bird,1.0,264
238,./kaggletest/afpfly1/,XC289386.ogg,33.41061224489796,0,25.0,5.0,44100,no bird,1.0,264
239,./kaggletest/afpfly1/,XC288877.ogg,14.759183673469389,0,5.0,5.0,44100,no bird,1.0,264
240,./kaggletest/afpfly1/,XC656287.ogg,117.12,0,0.0,5.0,44100,no bird,1.0,264
241,./kaggletest/afpfly1/,XC656287.ogg,117.12,0,10.0,5.0,44100,no bird,1.0,264
242,./kaggletest/afpfly1/,XC656287.ogg,117.12,0,25.0,5.0,44100,no bird,1.0,264
243,./kaggletest/afpfly1/,XC656287.ogg,117.12,0,55.0,5.0,44100,no bird,1.0,264
244,./kaggletest/afpfly1/,XC656287.ogg,117.12,0,60.0,5.0,44100,no bird,1.0,264
245,./kaggletest/afpfly1/,XC656287.ogg,117.12,0,75.0,5.0,44100,no bird,1.0,264
246,./kaggletest/afpfly1/,XC656287.ogg,117.12,0,100.0,5.0,44100,no bird,1.0,264
247,./kaggletest/afpfly1/,XC371227.ogg,13.97548752834467,0,5.0,5.0,44100,no bird,1.0,264
248,./kaggletest/afpfly1/,XC526087.ogg,24.43199546485261,0,0.0,5.0,44100,no bird,1.0,264
249,./kaggletest/afpfly1/,XC526087.ogg,24.43199546485261,0,5.0,5.0,44100,no bird,1.0,264
250,./kaggletest/afpfly1/,XC526087.ogg,24.43199546485261,0,10.0,5.0,44100,no bird,1.0,264
251,./kaggletest/afpfly1/,XC397158.ogg,33.14936507936508,0,15.0,5.0,44100,no bird,1.0,264
252,./kaggletest/afpfly1/,XC470598.ogg,103.68,0,45.0,5.0,44100,no bird,1.0,264
